year,section_label,sentence
2016,Analysis,output gaps of the largest suppliers are routinely monitored individually and were found to be consistently low across all load levels
2016,Analysis,"these results , together with our evaluation of the market outcomes presented in this report , allow us to conclude that the ercot market performed competitively in QQyearQQ"
2016,Analysis,QQ100ltxlt1kQQ | QQyearQQ state of the market report /
2017,RTM,real - time market outcomes i
2017,RTM,"review of real - time market outcomes although only a small share of the power produced in ercot is transacted in the spot market , real - time energy prices are very important because they set the expectations for prices in the day - ahead market and bilateral forward markets where most transactions occur"
2017,RTM,"unless there are barriers preventing arbitrage of the prices between the spot and forward markets , the prices in the forward market should be directly related to the prices in the spot market ( i.e"
2017,RTM,", the spot prices and forward prices should converge over the long - run )"
2017,RTM,"hence , low prices in the real - time energy market will translate to low forward prices"
2017,RTM,"likewise , price spikes in the real - time energy market will increase prices in the forward markets"
2017,RTM,this section evaluates and summarizes electricity prices in the real - time market during QQyearQQ
2017,RTM,a
2017,RTM,real - time market prices the first analysis evaluates the total cost of supplying energy to serve load in the ercot wholesale market
2017,RTM,"in addition to the costs of energy , loads incur costs associated with ancillary services and a variety of non - market based expenses referred to as “ uplift"
2017,RTM,” an average “ all - in ” price of electricity has been calculated for ercot that is intended to reflect wholesale energy costs as well as these additional costs
2017,RTM,"figure QQmonthdayQQ summarizes changes in energy prices and other market costs by showing the all - in price of electricity , which is a measure of the total cost of serving load in ercot for QQyearlag2QQ through QQyearQQ"
2017,RTM,the ercot - wide price in this figure is the load - weighted average of the real - time market prices from all zones
2017,RTM,ancillary services costs and uplift costs are divided by real - time load to show them on a per mwh basis
2017,RTM,QQmonthdayQQ ercot developed two energy price adders that are designed to improve its real - time energy pricing when conditions warrant or when ercot takes out - of - market actions for reliability
2017,RTM,"to distinguish the effects of the energy price adders , the operating reserve demand curve adder ( operating reserve adder ) and the reliability deployment price adder ( reliability adder ) are shown separate from the energy price"
2017,RTM,the operating reserve adder was implemented in mid - QQ1kltxlt1MQQ to account for the value of reserves based on the probability of reserves falling below the minimum contingency level and the value of lost load
2017,RTM,the reliability adder was implemented in QQmonthQQ QQyearlag2QQ as a mechanism to ensure that reliability deployments do not distort the energy prices
2017,RTM,"the reliability adder is calculated using a separate price run of sced , removing any reliability unit commitments ( ruc ) or deployed load capacity and recalculating prices"
2017,RTM,"when the recalculated system lambda ( average load price ) is higher than the initial system lambda , the increment is the adder"
2017,RTM,"QQmonthdayQQ for this analysis uplift includes : reliability unit commitment settlement , operating reserve demand curve ( ordc ) settlement , revenue neutrality total , emergency energy charges , base point deviation payments , emergency response service ( ers ) settlement , black start service settlement , block load transfer settlement , and the ercot system administrative fee"
2017,RTM,QQyearQQ state of the market report | QQmonthdayQQ / real - time market outcomes figure QQmonthdayQQ : average all - in price for electricity in ercot $ QQ100ltxlt1kQQ $ QQmonthdayQQ energy w / QQmonthQQ adders operating reserve adder reliability adder ancillary services uplift natural gas price $ QQltxlt100QQ $ QQmonthdayQQ electricity price ( $ / mwh ) natural gas price ( $ / mmbtu ) $ QQltxlt100QQ $ QQmonthdayQQ $ QQmonthdayQQ $ QQmonthdayQQ $ QQmonthdayQQ $ QQmonthdayQQ $ QQmonthdayQQ $ QQmonthdayQQ $ QQxlt1QQ $ QQxlt1QQ QQmonthQQ QQmonthQQ mam QQmonthQQ QQmonthQQ a QQmonthQQ QQmonthQQ QQmonthQQ QQmonthQQ QQmonthQQ QQmonthQQ mam QQmonthQQ QQmonthQQ a QQmonthQQ QQmonthQQ QQmonthQQ QQmonthQQ QQmonthQQ QQmonthQQ mam QQmonthQQ QQmonthQQ a QQmonthQQ QQmonthQQ QQmonthQQ QQmonthQQ QQyearlag2QQ QQyearlag1QQ QQyearQQ the largest component of the all - in price is the energy cost
2017,RTM,the figure above indicates that natural gas prices continued to be a primary driver of energy prices
2017,RTM,"this correlation is expected in a well - functioning , competitive market because fuel costs represent the majority of most suppliers ’ marginal production costs"
2017,RTM,"because suppliers in a competitive market have an incentive to offer supply at marginal costs and natural gas is the most widely - used fuel in ercot , changes in natural gas prices should translate to comparable changes in offer prices"
2017,RTM,"the average natural gas price in QQyearQQ was $ QQmonthdayQQ per mmbtu , up approximately QQmonthdayQQ % from the QQyearlag1QQ average price of $ QQmonthdayQQ per mmbtu"
2017,RTM,"ercot average real - time energy prices increased nearly QQmonthdayQQ % , increasing from $ QQmonthdayQQ per mwh in QQyearlag1QQ to $ QQmonthdayQQ per mwh in QQyearQQ"
2017,RTM,the average real - time energy price in QQyearQQ included small contributions from ercot’s energy price adders : $ QQxlt1QQ per mwh from the operating reserve adder and $ QQxlt1QQ per mwh from the reliability adder
2017,RTM,"these values were similar to the levels in QQyearlag1QQ ; $ QQxlt1QQ and $ QQxlt1QQ per mwh , for reserve and reliability adder , respectively"
2017,RTM,"the highest monthly average operating reserve adder for QQyearQQ occurred in QQmonthQQ , while the highest monthly average reliability adder occurred in QQmonthQQ"
2017,RTM,QQmonthdayQQ | QQyearQQ state of the market report real - time market outcomes other cost categories continue to be a small portion of the all - in electricity price
2017,RTM,"ancillary services costs were $ QQxlt1QQ per mwh in QQyearQQ , down from $ QQmonthdayQQ per mwh in QQyearlag1QQ because of continued low natural gas prices and lower ancillary service requirements"
2017,RTM,"uplift costs accounted for $ QQmonthdayQQ per mwh of the all - in electricity price in QQyearQQ , up from $ QQxlt1QQ per mwh in QQyearlag1QQ"
2017,RTM,"in the context of providing the total cost of serving load in ercot , these values include both the ercot system administrative fee and the program costs for emergency response service ( ers ) , which are assessed to all loads"
2017,RTM,the total amount of uplifted costs in QQyearQQ was approximately $ QQ100ltxlt1kQQ million
2017,RTM,"there are many costs included as uplift , but the largest components are the ercot system administrative fee ( $ QQ100ltxlt1kQQ million or $ QQxlt1QQ per mwh ) , ers program costs ( $ QQltxlt100QQ million or $ QQxlt1QQ per mwh ) and the revenue neutrality allocation ( rena ) , which totaled $ QQ100ltxlt1kQQ million or $ QQxlt1QQ per mwh in QQyearQQ"
2017,RTM,virtually all of the increase in uplift costs in QQyearQQ was due to the increase in rena
2017,RTM,"specifically , rena was $ QQmonthdayQQ million ( $ QQxlt1QQ per mwh ) in QQyearlag1QQ and increased to $ QQ100ltxlt1kQQ million ( $ QQxlt1QQ per mwh ) in QQyearQQ"
2017,RTM,"several factors can contribute to rena uplift , including QQmonthdayQQ ) setting a price floor in the real - time market at - $ QQ100ltxlt1kQQ ; QQmonthdayQQ ) settlement of day - ahead ptp obligations linked to options ; QQmonthdayQQ ) manual corrections that occur when the clearing price of ptp obligations in the day - ahead market is higher than the submitted bid price ; QQmonthdayQQ ) inconsistency between day - ahead and real - time market during market clearing ; and QQmonthdayQQ ) not including private network load when calculating load zone prices"
2017,RTM,more detailed studies show that almost all the rena uplift occurred in market hours when there was transmission congestion
2017,RTM,the two factors contributing most to rena uplift in QQyearQQ were the settlement of day - ahead ptp obligations linked to options and not including private network load when calculating load zones prices
2017,RTM,the amount of rena uplift associated with not including private network load in load zone prices is estimated to have exceeded $ QQltxlt100QQ million in QQyearQQ
2017,RTM,these impacts were addressed in late QQyearQQ with the implementation of nprr831
2017,RTM,figure QQmonthdayQQ below provides additional historic perspective on the ercot average real - time energy prices as compared to the average natural gas prices in each year from QQ1kltxlt1MQQ through QQyearQQ
2017,RTM,"QQyearQQ state of the market report | QQmonthdayQQ / real - time market outcomes figure QQmonthdayQQ : ercot historic real - time energy and natural gas prices $ QQ100ltxlt1kQQ $ QQmonthdayQQ $ QQ100ltxlt1kQQ $ QQmonthdayQQ $ QQ100ltxlt1kQQ $ QQmonthdayQQ natural gas price ( $ / mmbtu ) electricity price ( $ / mwh ) $ QQ100ltxlt1kQQ $ QQmonthdayQQ $ QQltxlt100QQ $ QQmonthdayQQ $ QQltxlt100QQ $ QQmonthdayQQ $ QQmonthdayQQ $ QQmonthdayQQ $ QQmonthdayQQ $ QQmonthdayQQ $ QQmonthdayQQ $ QQmonthdayQQ $ QQxlt1QQ $ QQxlt1QQ QQ1kltxlt1MQQ QQ1kltxlt1MQQ QQ1kltxlt1MQQ QQ1kltxlt1MQQ QQ1kltxlt1MQQ QQ1kltxlt1MQQ QQ1kltxlt1MQQ QQ1kltxlt1MQQ QQ1kltxlt1MQQ QQ1kltxlt1MQQ QQ1kltxlt1MQQ QQ1kltxlt1MQQ QQ1kltxlt1MQQ QQyearlag2QQ QQyearlag1QQ QQyearQQ ercot QQmonthdayQQ QQltxlt100QQ QQltxlt100QQ QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQltxlt100QQ QQltxlt100QQ QQ100ltxlt1kQQ QQmonthdayQQ QQltxlt100QQ QQltxlt100QQ QQmonthdayQQ QQmonthdayQQ QQmonthdayQQ gas QQmonthdayQQ QQmonthdayQQ QQmonthdayQQ QQmonthdayQQ QQmonthdayQQ QQmonthdayQQ QQmonthdayQQ QQmonthdayQQ QQmonthdayQQ QQmonthdayQQ QQmonthdayQQ QQmonthdayQQ QQmonthdayQQ QQmonthdayQQ QQmonthdayQQ QQmonthdayQQ like figure QQmonthdayQQ , figure QQmonthdayQQ shows the close correlation between the average real - time energy price in ercot and the average natural gas price"
2017,RTM,such relationship is consistent with expectations in ercot where natural gas generators predominate and tend to set the marginal price
2017,RTM,"a noticeable exception occurred in QQ1kltxlt1MQQ , when energy prices were affected by scarcity conditions"
2017,RTM,energy prices vary across the ercot market because of congestion costs that are incurred as power is delivered over the network
2017,RTM,figure QQmonthdayQQ shows the monthly load - weighted average prices in the four geographic ercot zones during QQyearQQ and QQyearlag1QQ
2017,RTM,these prices are calculated by weighting the real - time energy price for each interval and each zone by the total load in that interval
2017,RTM,"load - weighted average prices are most representative of what loads are likely to pay , assuming that real - time energy prices are , on average , generally consistent with bilateral or other forward contract prices"
2017,RTM,"QQmonthdayQQ | QQyearQQ state of the market report real - time market outcomes figure QQmonthdayQQ : average real - time energy market prices by zone $ QQltxlt100QQ QQyearQQ $ QQltxlt100QQ QQyearlag1QQ $ QQltxlt100QQ $ QQltxlt100QQ $ QQmonthdayQQ $ / mwh $ QQmonthdayQQ $ QQmonthdayQQ $ QQmonthdayQQ $ QQmonthdayQQ $ QQmonthdayQQ $ QQxlt1QQ houston north south west houston north south west houston north south west houston north south west houston north south west houston north south west houston north south west houston north south west houston north south west houston north south west houston north south west houston north south west QQmonthQQ QQmonthQQ QQmonthQQ QQmonthQQ QQmonthQQ QQmonthQQ QQmonthQQ QQmonthQQ QQmonthQQ QQmonthQQ QQmonthQQ QQmonthQQ table QQmonthdayQQ provides the annual load - weighted average price for each zone for the past seven years , and includes the annual average natural gas price for reference"
2017,RTM,table QQmonthdayQQ : average annual real - time energy market prices by zone ( $ / mwh ) QQ1kltxlt1MQQ QQ1kltxlt1MQQ QQ1kltxlt1MQQ QQ1kltxlt1MQQ QQyearlag2QQ QQyearlag1QQ QQyearQQ ercot $ QQ100ltxlt1kQQ $ QQmonthdayQQ $ QQltxlt100QQ $ QQltxlt100QQ $ QQmonthdayQQ $ QQmonthdayQQ $ QQmonthdayQQ houston $ QQ100ltxlt1kQQ $ QQmonthdayQQ $ QQltxlt100QQ $ QQltxlt100QQ $ QQmonthdayQQ $ QQmonthdayQQ $ QQmonthdayQQ north $ QQ100ltxlt1kQQ $ QQmonthdayQQ $ QQltxlt100QQ $ QQltxlt100QQ $ QQmonthdayQQ $ QQmonthdayQQ $ QQmonthdayQQ south $ QQ100ltxlt1kQQ $ QQmonthdayQQ $ QQltxlt100QQ $ QQltxlt100QQ $ QQmonthdayQQ $ QQmonthdayQQ $ QQmonthdayQQ west $ QQltxlt100QQ $ QQltxlt100QQ $ QQltxlt100QQ $ QQltxlt100QQ $ QQmonthdayQQ $ QQmonthdayQQ $ QQmonthdayQQ ( $ / mmbtu ) natural gas $ QQmonthdayQQ $ QQmonthdayQQ $ QQmonthdayQQ $ QQmonthdayQQ $ QQmonthdayQQ $ QQmonthdayQQ $ QQmonthdayQQ the difference in zonal prices in QQyearQQ are directionally comparable to the prices in QQyearlag1QQ
2017,RTM,constraints on the ability to import generation led to the houston zone being the highest priced QQyearQQ state of the market report | QQmonthdayQQ / real - time market outcomes zone in QQyearQQ
2017,RTM,export limitations resulted in the west zone having the lowest price
2017,RTM,"however , price spreads were larger in QQyearQQ because of higher natural gas prices and the increased impacts of transmission congestion"
2017,RTM,west zone prices relative the ercot average have varied through the years
2017,RTM,"prior to QQ1kltxlt1MQQ , west zone prices were lower than the ercot average because of wind generation surplus resulting from export limitations"
2017,RTM,"between QQ1kltxlt1MQQ and QQ1kltxlt1MQQ , load growth caused by higher oil and natural gas production activity resulted in localized import constraints and higher prices"
2017,RTM,"even with continued investment in transmission facilities , the amount of wind generation additions have meant export limitations and resulting lower prices since QQyearlag2QQ"
2017,RTM,another factor influencing zonal price differences is congestion revenue right ( crr ) auction revenue distributions
2017,RTM,"they are distributed to qualified scheduling entities ( qses ) representing load , based on a zonal and ercot - wide monthly load - ratio share"
2017,RTM,the crr auction revenues have the effect of reducing the total cost to serve load borne by a qse
2017,RTM,"figure QQmonthdayQQ below shows the effect that this reduction has on a monthly basis , by zone"
2017,RTM,"figure QQmonthdayQQ : effective real - time energy market prices QQmonthdayQQ | QQyearQQ state of the market report real - time market outcomes with the crr auction revenue offset included , the ercot - wide load - weighted average price rose by $ QQmonthdayQQ per mwh to $ QQmonthdayQQ per mwh in QQyearQQ compared to $ QQmonthdayQQ per mwh in QQyearlag1QQ"
2017,RTM,"focusing on zonal differences , a smaller credit in houston relative to the ercot - wide crr auction revenue credit and a larger credit in the west again resulted in the net price difference between the two zones being even higher in QQyearQQ"
2017,RTM,"real - time energy prices not only vary by location , they vary by time of day"
2017,RTM,figure QQmonthdayQQ : peak and off - peak pricing shows the load - weighted average real - time prices in ercot for the categories of peak and off - peak for each month in QQyearQQ
2017,RTM,the peak block includes hours ending QQmonthdayQQ - QQmonthdayQQ on weekdays ; the off - peak block includes hours ending QQmonthdayQQ - QQmonthdayQQ and QQmonthdayQQ - QQmonthdayQQ on weekdays and all hours on weekends
2017,RTM,these pricing blocks align with the categories traded in forward markets
2017,RTM,"figure QQmonthdayQQ : peak and off - peak pricing $ QQltxlt100QQ peak off ‐ peak $ QQltxlt100QQ $ QQltxlt100QQ $ QQltxlt100QQ electricity price ( $ / mwh ) $ QQmonthdayQQ $ QQmonthdayQQ $ QQmonthdayQQ $ QQmonthdayQQ $ QQmonthdayQQ $ QQmonthdayQQ $ QQxlt1QQ QQmonthQQ QQmonthQQ QQmonthQQ QQmonthQQ QQmonthQQ QQmonthQQ QQmonthQQ QQmonthQQ QQmonthQQ QQmonthQQ QQmonthQQ QQmonthQQ as would be expected , peak hours were higher priced than off - peak hours for every month in QQyearQQ"
2017,RTM,the monthly difference ranged from a minimum of $ QQxlt1QQ per mwh in QQmonthQQ to a maximum of $ QQmonthdayQQ per mwh in QQmonthQQ
2017,RTM,the average difference between monthly peak and off - peak pricing was $ QQmonthdayQQ per mwh
2017,RTM,"to provide additional perspective on the outcomes in the ercot market , figure QQmonthdayQQ below compares the all - in price in ercot with other organized electricity markets in the united QQyearQQ state of the market report | QQmonthdayQQ / real - time market outcomes states : southwest power pool ( spp ) , midcontinent iso ( miso ) , california iso , new york iso , iso new england , and the pennsylvania - new jersey - maryland ( pjm ) interconnection"
2017,RTM,"figure QQmonthdayQQ : comparison of all - in prices across markets $ QQ100ltxlt1kQQ capacity uplift $ QQltxlt100QQ ancillary services energy electricity price ( $ per mwh ) $ QQltxlt100QQ $ QQmonthdayQQ $ QQmonthdayQQ $ QQmonthdayQQ $ QQxlt1QQ ercot nyiso ercot nyiso spp spp miso caiso iso ‐ ne pjm miso caiso iso ‐ ne pjm QQyearlag1QQ QQyearQQ the figure shows the average cost ( per mwh of load ) in each market , separated into the components energy , ancillary services ( reserves and regulation ) , capacity markets ( if applicable ) , and uplift"
2017,RTM,"figure QQmonthdayQQ shows that , with the exception of a small decrease in nyiso , all - in prices were higher across u.s"
2017,RTM,markets in QQyearQQ
2017,RTM,modest increases in natural gas prices across the united states led to small increases to the energy component of electricity prices
2017,RTM,"the exceptions were caiso and iso - ne , which had much larger increases to the energy component"
2017,RTM,iso - ne also had a sizable increase to the capacity component
2017,RTM,figure QQmonthdayQQ below shows price duration curves for the ercot energy market in each year from QQ1kltxlt1MQQ to QQyearQQ
2017,RTM,a price duration curve indicates the number of hours ( shown on the horizontal axis ) that the price is at or above a certain level ( shown on the vertical axis )
2017,RTM,the prices in this figure are the hourly ercot average prices derived by load weighting the zonal settlement point prices
2017,RTM,"QQmonthdayQQ | QQyearQQ state of the market report real - time market outcomes figure QQmonthdayQQ : ercot price duration curve $ QQ100ltxlt1kQQ frequency of hours QQ1kltxlt1MQQ > $ QQxlt1QQ > $ QQltxlt100QQ > $ QQ100ltxlt1kQQ > $ QQ100ltxlt1kQQ > $ QQ100ltxlt1kQQ QQ1kltxlt1MQQ QQ1kltxlt1MQQ 8,756 QQ1kltxlt1MQQ QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQ1kltxlt1MQQ 8,780 QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQmonthdayQQ QQmonthdayQQ QQ1kltxlt1MQQ $ QQ100ltxlt1kQQ QQ1kltxlt1MQQ 8,757 QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQltxlt100QQ QQmonthdayQQ QQ1kltxlt1MQQ QQ1kltxlt1MQQ 8,716 QQ1kltxlt1MQQ QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQltxlt100QQ QQyearlag2QQ QQyearlag2QQ 8,705 QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQltxlt100QQ QQmonthdayQQ electricity price ( $ / mwh ) QQyearlag1QQ 8,653 QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQltxlt100QQ QQmonthdayQQ QQyearlag1QQ QQyearQQ 8,724 QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQmonthdayQQ QQyearQQ $ QQ100ltxlt1kQQ $ QQltxlt100QQ $ QQxlt1QQ ( $ QQltxlt100QQ ) QQxlt1QQ 1,000 2,000 3,000 4,000 5,000 6,000 7,000 8,000 hours negative ercot - wide prices QQmonthQQ occur when wind is the marginal generation"
2017,RTM,"more installed wind generation and additional transmission infrastructure has led to increased occurrences of negative prices over the past few years , reaching a high of QQ100ltxlt1kQQ hours in QQyearlag1QQ"
2017,RTM,"in QQyearQQ , there were QQltxlt100QQ hours with ercot - wide prices at or below zero"
2017,RTM,"QQyearQQ state of the market report | QQmonthdayQQ / real - time market outcomes to more closely examine the variation in zonal real - time energy prices , figure QQmonthdayQQ shows the top and bottom QQmonthdayQQ % of the hourly average price duration curve in QQyearQQ for the four zones"
2017,RTM,"figure QQmonthdayQQ : zonal price duration curves $ QQ100ltxlt1kQQ frequency of prices < $ QQxlt1QQ $ QQxlt1QQ - $ QQltxlt100QQ $ QQltxlt100QQ - $ QQ100ltxlt1kQQ $ QQ100ltxlt1kQQ - $ QQ100ltxlt1kQQ > $ QQ100ltxlt1kQQ houston QQ100ltxlt1kQQ QQltxlt100QQ QQ1kltxlt1MQQ QQ1kltxlt1MQQ QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQ100ltxlt1kQQ north QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQ1kltxlt1MQQ QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQmonthdayQQ QQmonthdayQQ $ QQ100ltxlt1kQQ south QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQ1kltxlt1MQQ QQ1kltxlt1MQQ QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQltxlt100QQ QQ100ltxlt1kQQ west QQ100ltxlt1kQQ QQ1kltxlt1MQQ QQ100ltxlt1kQQ QQ1kltxlt1MQQ QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQmonthdayQQ QQmonthdayQQ $ QQ100ltxlt1kQQ $ / mwh $ QQltxlt100QQ houston $ QQxlt1QQ north south west ( $ QQltxlt100QQ ) hours compared to the other zones , low prices in the west zone were much lower in QQyearQQ"
2017,RTM,this can be explained by the increased occurrences of transmission constraints limiting exports of low - priced wind generation
2017,RTM,"the higher frequency of prices greater than $ QQltxlt100QQ per mwh in the houston and south zones is explained by north to houston congestion , which continued to have high impacts in QQyearQQ"
2017,RTM,more details about the transmission constraints influencing zonal energy prices are provided in section iii : transmission congestion and congestion revenue rights
2017,RTM,"to see where the prices during QQyearQQ diverged from prior years , figure QQmonthdayQQ compares prices for the highest - priced QQmonthdayQQ % of hours in each year"
2017,RTM,"energy prices for the top QQ100ltxlt1kQQ hours of QQ1kltxlt1MQQ were significantly higher , while all subsequent years have followed an almost identical pattern"
2017,RTM,the higher prices in QQ1kltxlt1MQQ were due to high loads leading to more shortage conditions in that year
2017,RTM,"although the peak load in QQ1kltxlt1MQQ has been exceeded since QQyearlag2QQ , generation additions during the intervening years have meant that shortage conditions continue to be rare"
2017,RTM,"QQmonthdayQQ | QQyearQQ state of the market report real - time market outcomes figure QQmonthdayQQ : ercot price duration curve – top QQmonthdayQQ % of hours $ 5,000 QQ1kltxlt1MQQ $ 4,500 QQ1kltxlt1MQQ QQ1kltxlt1MQQ $ 4,000 QQ1kltxlt1MQQ QQyearlag2QQ $ 3,500 QQyearlag1QQ $ 3,000 QQyearQQ $ / mwh $ 2,500 $ 2,000 $ 1,500 $ 1,000 $ QQ100ltxlt1kQQ $ QQxlt1QQ QQxlt1QQ QQmonthdayQQ QQltxlt100QQ QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQ100ltxlt1kQQ hours to better observe the effect of the highest - priced hours on the average real - time energy price , the following analysis focuses on the frequency of price spikes in the real - time energy market , as presented in table QQmonthdayQQ"
2017,RTM,"for this analysis , price spikes are defined as intervals when the load - weighted average energy price in ercot is greater than QQmonthdayQQ mmbtu per mwh multiplied by the prevailing natural gas price"
2017,RTM,prices at this level typically exceed the marginal costs of virtually all on - line generators in ercot
2017,RTM,QQyearQQ state of the market report | QQmonthdayQQ / real - time market outcomes table QQmonthdayQQ : number and impacts of price spikes on average real - time energy prices average number of spikes per magnitude price month ( per mwh ) impact QQ1kltxlt1MQQ QQ100ltxlt1kQQ $ QQmonthdayQQ QQltxlt100QQ % QQ1kltxlt1MQQ QQ100ltxlt1kQQ $ QQmonthdayQQ QQmonthdayQQ % QQ1kltxlt1MQQ QQ100ltxlt1kQQ $ QQmonthdayQQ QQmonthdayQQ % QQ1kltxlt1MQQ QQ100ltxlt1kQQ $ QQmonthdayQQ QQmonthdayQQ % QQyearlag2QQ QQ100ltxlt1kQQ $ QQmonthdayQQ QQmonthdayQQ % QQyearlag1QQ QQ100ltxlt1kQQ $ QQmonthdayQQ QQmonthdayQQ % QQyearQQ QQ100ltxlt1kQQ $ QQmonthdayQQ QQmonthdayQQ % the overall impact of price spikes in QQyearQQ was $ QQmonthdayQQ per mwh
2017,RTM,this result is generally consistent with the pricing impact of price spikes in past years
2017,RTM,"of this price spike impact , $ QQxlt1QQ per mwh was due to the effects of the operating reserve adder and $ QQxlt1QQ per mwh was due to the effects of the reliability adder"
2017,RTM,b
2017,RTM,"real - time prices adjusted for fuel price changes although real - time electricity prices are driven to a large extent by changes in fuel prices , natural gas prices in particular , they are also influenced by other factors"
2017,RTM,"to summarize the changes in energy price that were related to these other factors , an “ implied heat rate ” is calculated by dividing the real - time energy price by the natural gas price"
2017,RTM,"figure QQmonthdayQQ and figure QQmonthdayQQ show the load - weighted , hourly average real - time energy price adjusted to remove the effect of natural gas price fluctuations"
2017,RTM,the first chart shows a duration curve where the real - time energy price is replaced by the marginal heat rate that would be implied if natural gas was always on the margin
2017,RTM,"QQmonthdayQQ | QQyearQQ state of the market report real - time market outcomes figure QQmonthdayQQ : implied heat rate duration curve – all hours QQmonthdayQQ frequency of high heat rate hours > QQmonthdayQQ > QQmonthdayQQ > QQmonthdayQQ > QQmonthdayQQ ( mmbtu / mwh ) ( mmbtu per mwh ) QQmonthdayQQ QQ1kltxlt1MQQ 3,035 1,452 QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQ1kltxlt1MQQ 4,231 2,245 QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQ1kltxlt1MQQ implied heat rate ( mmbtu / mwh ) 2,868 1,453 QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQmonthdayQQ QQ1kltxlt1MQQ 3,154 1,457 QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQyearlag2QQ 4,498 1,881 QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQyearlag1QQ 3,883 1,707 QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQmonthdayQQ QQyearQQ 2,648 1,376 QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQmonthdayQQ QQ1kltxlt1MQQ QQ1kltxlt1MQQ QQmonthdayQQ QQ1kltxlt1MQQ QQ1kltxlt1MQQ QQxlt1QQ QQyearlag2QQ QQyearlag1QQ QQyearQQ ( QQmonthdayQQ ) QQxlt1QQ 1,000 2,000 3,000 4,000 5,000 6,000 7,000 8,000 hours implied system - wide heat rates for most hours of the year have been dropping since QQyearlag2QQ , as evidenced by the decrease in the number of hours with an implied heat rate of greater than QQmonthdayQQ mmbtu / mwh"
2017,RTM,"this decrease can be explained by improvements in the efficiency of the ercot generation fleet , including the growing influence of wind generation"
2017,RTM,figure QQmonthdayQQ shows the implied marginal heat rates for the top QQmonthdayQQ % of hours for years QQ1kltxlt1MQQ through QQyearQQ
2017,RTM,the implied heat rate duration curve for the top QQmonthdayQQ % of hours in QQyearQQ closely resembles that for QQyearlag1QQ
2017,RTM,"among all years presented , QQ1kltxlt1MQQ remains an outlier"
2017,RTM,"QQyearQQ state of the market report | QQmonthdayQQ / real - time market outcomes figure QQmonthdayQQ : implied heat rate duration curve – top QQmonthdayQQ % of hours 1,200 QQ1kltxlt1MQQ QQ1kltxlt1MQQ 1,000 QQ1kltxlt1MQQ QQ1kltxlt1MQQ implied heat rate ( mmbtu / mwh ) QQyearlag2QQ QQ1kltxlt1MQQ QQyearlag1QQ QQyearQQ QQ1kltxlt1MQQ QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQxlt1QQ QQxlt1QQ QQltxlt100QQ QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQ100ltxlt1kQQ hours to further illustrate these differences , figure QQmonthdayQQ shows the implied marginal heat rates on a monthly basis in each of the ercot zones for QQyearlag1QQ and QQyearQQ"
2017,RTM,"this figure is the fuel price - adjusted version of figure QQmonthdayQQ in the prior subsection , real - time market prices"
2017,RTM,"implied heat rates in QQyearQQ were lower in all zones in QQyearQQ as compared to QQyearlag1QQ , with the largest drop in the west zone"
2017,RTM,QQmonthdayQQ | QQyearQQ state of the market report real - time market outcomes figure QQmonthdayQQ : monthly average implied heat rates QQmonthdayQQ QQyearQQ implied marginal heat rate ( mmbtu / mwh ) QQyearlag1QQ QQmonthdayQQ QQmonthdayQQ QQxlt1QQ houston north south west houston north south west houston north south west houston north south west houston north south west houston north south west houston north south west houston north south west houston north south west houston north south west houston north south west houston north south west QQmonthQQ QQmonthQQ QQmonthQQ QQmonthQQ QQmonthQQ QQmonthQQ QQmonthQQ QQmonthQQ QQmonthQQ QQmonthQQ QQmonthQQ QQmonthQQ table QQmonthdayQQ displays the annual average implied heat rates by zone for QQ1kltxlt1MQQ through QQyearQQ
